# GTOC4 list of asteroids' Keplerian orbital parameters in the J2000 heliocentric ecliptic frame
# Name         Epoch (MJD)    a (AU)                   e                        i (deg)                  LAN (deg)                arg. periap. (deg)       mean anomaly (deg)
'2004PB97'     54800.000000   1.2348457816429801e+00   1.6278858976133656e-01   1.0967565957234681e+01   1.4074274208041248e+02   1.6048625879106450e+02   6.2352259095029915e+01
'2004PJ2'      54800.000000   1.4179507091361800e+00   3.4194313500902901e-01   2.5833965618925800e+00   3.1723492701008308e+02   2.8159942973745979e+02   2.3892471972408859e+02
'2004PR92'     54800.000000   1.1332237557935301e+00   3.4047667816498711e-01   1.3005281039625181e+01   3.2159631330504936e+02   1.0025420346933512e+02   1.4116386508848362e+02
'2004QD20'     54800.000000   2.1667896521615000e+00   7.0138778240002242e-01   1.7565044738828536e+01   2.2434326653147946e+02   3.5310870658794869e+02   1.5260587409999968e+02
'2004QG20'     54800.000000   2.3416726012984199e+00   4.4974581109376011e-01   7.6344598145213380e+00   1.6962882177146352e+02   2.0851086421083451e+02   5.7879150312058783e+01
'2004QJ13'     54800.000000   2.0280882126856201e+00   4.8134164911799698e-01   3.0229701761385797e+00   1.4752189973335794e+02   1.8583776911992419e+02   1.7156391721105308e+02
'2004QX2'      54800.000000   1.2865342121930201e+00   9.0264436071300591e-01   1.9061306044453083e+01   3.2032542303134983e+02   2.1865745260778945e+02   9.4177687309388975e+00
'2004RB11'     54800.000000   2.1118847264824798e+00   5.0625428311674947e-01   3.2017507317766003e+00   1.6174968740263026e+02   1.9401994563059432e+02   1.3361090049617772e+02
'2004RC11'     54800.000000   1.8257377397099099e+00   4.6647723949351377e-01   1.8594582433639459e+00   1.4767135998650929e+02   1.6192193625835068e+02   2.6982508632268633e+02
'2004RC252'    54800.000000   1.3063349848585699e+00   1.2907874079883427e-01   1.9325483458139825e+01   1.7540757537606262e+02   5.6639657468240628e+01   4.3022585395918078e+01
'2004RD84'     54800.000000   1.8204760977992400e+00   4.1592233102276716e-01   2.4243805849931334e+01   3.3140784489300876e+02   1.0020924389448162e+02   2.1096209750058838e+02
'2004RK'       54800.000000   1.3886467410684000e+00   3.0040673281124880e-01   1.8146615733302070e+01   1.7885503459873968e+02   2.6432420305228288e+02   1.4327382523310521e+02
'2004RK9'      54800.000000   1.8383710307596699e+00   4.2605460540222367e-01   6.2264468807399291e+00   3.5508460957549516e+02   2.8391540815990464e+02   2.7740262340727088e+02
'2004RN111'    54800.000000   1.6681372573431199e+00   3.9365959651842208e-01   1.2606764490942359e+01   3.4982098038887813e+02   3.3133917267766481e+02   3.5585702354286934e+02
'2004RQ10'     54800.000000   1.8645845098396201e+00   4.4175834040959977e-01   5.6872069392495161e+00   3.3531410456813359e+02   3.4942296768527990e+02   2.4456707991323734e+02
'2004RQ252'    54800.000000   1.1260553721378199e+00   3.8854580385080578e-01   7.7438839423014088e+00   2.5559183240963296e+01   8.2911505378274214e+01   1.1749030274762998e+02
'2004RS109'    54800.000000   2.3311032308198398e+00   4.9562577633492721e-01   3.3957899320602912e+01   1.7327738338289140e+02   1.9275925553924591e+02   6.1986987744528975e+01
'2004RU109'    54800.000000   1.5322766653581901e+00   4.8911289975084199e-01   5.8483670425590812e+00   1.7142802658937345e+02   2.5056430335281564e+02   5.3847866484483738e+01
'2004RU164'    54800.000000   3.3680381744050201e+00   6.1778636408116516e-01   1.2701870508835224e+01   1.1439494746530606e+02   2.3264446474372465e+02   2.4493220672239826e+02
'2004RU331'    54800.000000   1.2413719572339299e+00   2.4403812923260884e-01   1.7463949466285463e+01   2.0164722026577377e+02   2.6175262985331244e+02   2.9624326607353311e+02
'2004RY10'     54800.000000   1.6727397094806400e+00   6.2121337607610694e-01   1.5475503959614064e+01   1.6591153061498616e+02   2.8326703205298907e+02   3.1067197405941829e+02
'2004SA'       54800.000000   2.2635420321552702e+00   5.3727687890462172e-01   1.8401405101368237e+01   1.7388516633556932e+02   1.8324102730069859e+02   8.3920166462995667e+01
'2004SA1'      54800.000000   1.1850110033823500e+00   1.5044413943499502e-01   1.7118029441344763e+01   3.5593134960796652e+02   3.2775975579195483e+02   1.1603040734243187e+02
'2004SA20'     54800.000000   2.4139359647535898e+00   7.1126999043195094e-01   2.8482387044844337e+00   1.3563146847231042e+02   1.4697799866185372e+02   5.4514611382939556e+01
'2004SB20'     54800.000000   1.1829506821576099e+00   4.1312455670390058e-01   3.0278907182930350e+01   3.0955150642107387e+01   2.0933254872195332e+02   1.7531022398078906e+02
'2004SB56'     54800.000000   8.6572958591189697e-01   2.3794231521105072e-01   1.8696815694476189e+01   3.0211000003330236e+02   2.3344411915888236e+02   2.6207506808288730e+02
'2004SD20'     54800.000000   8.7507856093714298e-01   4.6494242355381649e-01   2.1333788927799038e+01   4.6640920418095476e+01   9.4383274102160527e+01   2.9661772958044298e+02
'2004SD26'     54800.000000   2.0362565358109199e+00   7.7564946876490681e-01   4.8727619470656869e+00   1.1772440462492024e+02   3.5936969942466118e+02   1.3032142154530021e+02
'2004SS'       54800.000000   2.1952228823579398e+00   5.2696864166582480e-01   6.5159409716922445e+00   1.5094736782293470e+00   3.5287349292726287e+02   1.0614323297733998e+02
'2004ST9'      54800.000000   2.2479530079080798e+00   4.3535019633515654e-01   1.2251700051899448e+01   1.9527207242208974e+02   5.9668901162524989e+01   1.6121105114967099e+02
'2004TB10'     54800.000000   1.1031432325040100e+00   9.3565879511549294e-02   2.2499608930846819e+01   1.2893727400599118e+01   1.4970774644132638e+02   6.3342673226824708e+01
'2004TK10'     54800.000000   1.0580627865744801e+00   2.9893130862019179e-01   2.4597732725648353e+01   2.0535491500412590e+02   3.4766281622739240e+02   1.2661699892455849e+02
'2004TL10'     54800.000000   2.6624205832139598e+00   6.5251564734696976e-01   9.1251812698765509e+00   1.2168474776946683e+01   3.2267570449379787e+02   3.5143655830071981e+02
'2004TL19'     54800.000000   2.5196446281422702e+00   5.3443184253020726e-01   1.2622085949461633e+01   2.0988879552520865e+02   1.9457835761954064e+02   4.5167498296183259e+00
'2004TN'       54800.000000   1.4281728339624700e+00   4.3569328918040418e-01   1.4042053361332627e+01   1.7205992224986908e+01   1.5984931449800314e+02   2.5524217204274276e+01
'2004TN1'      54800.000000   2.7496422256592701e+00   6.9754094249552989e-01   8.4426698706770829e+00   2.1404548356714099e+02   2.3341550464431006e+02   3.1013012027473314e+02
'2004TO20'     54800.000000   1.4390324058313300e+00   2.9557219581111294e-01   9.5559791992850194e+00   2.0782118071337030e+02   1.2359119138364039e+02   1.6833857601662382e+02
'2004TP1'      54800.000000   1.2905602712517601e+00   3.8928296062922796e-01   7.4845807411547369e+00   3.0155068084161996e+01   8.7664413071832286e+01   2.4391577370882391e+02
'2004TP20'     54800.000000   1.3439119471824901e+00   3.5087416411918460e-01   2.5372098316742690e+01   2.1358801197218764e+02   2.6483069296907149e+02   1.8159790800816344e+02
'2004TR13'     54800.000000   2.0181909785894900e+00   7.2949064716349521e-01   1.7865438045436367e+01   1.2382956989574366e+01   2.4978395974541743e+02   1.8001286180047163e+02
'2004TT12'     54800.000000   2.4989079121725002e+00   5.4508492792259844e-01   7.2269712054106749e-01   1.8403413337875088e+02   1.9762052441465875e+02   1.7365091521239961e+01
'2004UL'       54800.000000   1.2664655353569201e+00   9.2674837663512499e-01   2.3703765923683182e+01   3.9717681807082762e+01   1.4942286711332167e+02   2.6801737324202776e+02
'2004UT1'      54800.000000   9.6433888746034202e-01   2.2108742164762496e-01   4.5073403837214272e+00   2.1197056772354463e+02   2.9422792468479867e+02   2.8423631629394873e+01
'2004UU1'      54800.000000   1.2262779694818999e+00   2.7364042428611790e-01   2.9960062228403295e+01   2.1782282461675396e+02   1.1354145480830647e+02   4.4974228965056462e+01
'2004VA15'     54800.000000   2.8844869222110199e+00   5.9646714581101179e-01   1.7418709339372040e+01   3.6064897315103366e+01   3.3010002454473783e+02   3.0312087553359936e+02
'2004VB61'     54800.000000   2.3003793092620000e+00   4.9510111355044029e-01   9.2497923818088879e+00   5.9847236770506484e+01   3.4409650432729410e+02   5.8210007804301817e+01
'2004VH1'      54800.000000   1.5504897500955299e+00   4.7155540749395003e-01   3.2769915427193162e+01   4.3382211349944555e+01   8.8601242482835914e+01   1.4093923409715192e+00
'2004VP'       54800.000000   1.6548341898844201e+00   4.2937966093266539e-01   1.1700603600015397e+01   4.5876937327470920e+01   7.0934485214538199e+01   2.9652906507842931e+02
'2004XB45'     54800.000000   1.5503519372567600e+00   5.8129859112399407e-01   3.1618161519586061e+00   8.5036516876349694e+01   8.5991073812464975e+01   3.5224579061528510e+02
'2004XD6'      54800.000000   1.9482317641705000e+00   5.6473785635953944e-01   6.6769124763012089e+00   6.6808471107082809e+01   8.8392436674139660e+01   1.4357702392296622e+02
'2004XD50'     54800.000000   1.8252000454479100e+00   3.7715798834186337e-01   2.0660799380831619e+01   1.0616543751052762e+02   6.3640407507854896e+01   1.7265072609870151e+02
'2004XG'       54800.000000   8.3738516922077200e-01   2.9828264225684453e-01   1.2035047470458227e+00   2.8517876025132927e+02   9.5619897187401115e-01   1.9394408825866665e+02
'2004XH29'     54800.000000   1.3822039772557899e+00   5.0351977452339447e-01   2.2608179961148394e+01   2.3213484817002595e+02   3.3401683101758664e+02   9.4696108430827451e+01
'2004XJ35'     54800.000000   2.1163224873174702e+00   3.9046976215798401e-01   7.6495707750347126e+00   7.2890921066586813e+01   7.5946690021055909e+00   1.0714412131807680e+02
'2004XK35'     54800.000000   1.9524978293602100e+00   4.1634174018840137e-01   3.1483842028005569e+01   2.6395287746189825e+02   6.4007148302241148e+01   2.2292100286878403e+02
'2004XM130'    54800.000000   2.3245363164530999e+00   4.6587957965024329e-01   2.8221569338736693e+01   3.0932043825637254e+02   1.8977942196337148e+02   3.9840266313107492e+01
'2004XN29'     54800.000000   2.4255119647202101e+00   7.0551558587947827e-01   2.3813464762618799e+00   3.2005018148743369e+02   3.6944173143196380e+01   3.1285175854951589e+01
'2004XN44'     54800.000000   2.4222435609750601e+00   5.7974482404703054e-01   2.7655949690649502e+00   1.7885435737183388e+02   8.3012679815546946e+01   4.9758840037593906e+01
'2004XY60'     54800.000000   6.4024313272578603e-01   7.9676610819215787e-01   2.3752135852373915e+01   1.2267815807924332e+02   1.3079151906274367e+02   1.2271977337255592e+02
'2004YC'       54800.000000   8.6833509396683695e-01   3.1330498557176584e-01   6.0671474639686735e+00   2.6347044199185996e+02   4.7302899617455857e+01   6.2051269502190081e+01
'2004YG1'      54800.000000   1.0093675316579400e+00   1.5853081320627632e-01   1.9827541867470043e+01   2.7183857665592467e+02   2.9396204079002666e+02   2.2678957417877714e+02
'2004YZ23'     54800.000000   3.4238494582083998e+00   6.7682722327744460e-01   5.6114985373275928e+01   2.5305509866047754e+02   3.0094071717297078e+02   2.0757876532660609e+02
'2005AD3'      54800.000000   2.4081077981889201e+00   5.0008433826432586e-01   1.4553256099786889e+01   2.9459474650271517e+02   2.7715412505519055e+02   3.3041510923886301e+02
'2005AU3'      54800.000000   1.2464274989516599e+00   4.7363916839734482e-01   3.7798731112592083e+00   1.0513210995706682e+02   2.6673457592735031e+02   3.2921760827814552e+02
'2005BC'       54800.000000   1.1897701629486399e+00   2.7801671387846671e-01   3.0124520510315012e+01   2.9251218226936447e+02   8.4177383345592190e+01   3.8048352919691027e+01
'2005BE'       54800.000000   8.8382226742110204e-01   4.2117122138568219e-01   3.1189046728348305e+01   1.1600089278362351e+02   1.6867715983133317e+02   6.0137560246581991e+01
'2005BG14'     54800.000000   1.9929032859505800e+00   7.2799588543483318e-01   2.1646231437701502e+01   9.5439069348070760e+01   2.8047587424200742e+02   1.5375836206034472e+02
'2005BG28'     54800.000000   1.0257718709469901e+00   2.2709216823740827e-01   6.1324065887178127e+00   3.1352472762073177e+02   8.0850906378953241e+01   3.1759718314856019e+02
'2005BN1'      54800.000000   1.7858601908307901e+00   5.5411850647161387e-01   6.7776510475220508e+00   3.0063528689319071e+02   1.0775860985602399e+02   2.4343518553593563e+02
'2005CA7'      54800.000000   1.8301021454090500e+00   4.4104366583423621e-01   6.2289830313468242e+00   3.1619328876225268e+02   1.7682351392610258e+02   1.9651178024951710e+02
'2005CD69'     54800.000000   1.0884235925562500e+00   1.8759542621133271e-01   2.7818080961287177e+00   3.3660492386496969e+02   2.6445386920578960e+02   4.7284097554999107e+01
'2005CF41'     54800.000000   1.6488412139689601e+00   5.8605131090571949e-01   1.5893827308246838e+01   1.3227903765308434e+02   2.0860724453088810e+02   5.7538277686543147e+01
'2005CN'       54800.000000   1.0157524777021101e+00   1.8499067270123803e-01   2.3135817289956115e+00   3.0875881217498647e+02   3.2118038784528630e+02   1.4522062916127859e+02
'2005CS6'      54800.000000   2.6189207842641600e+00   5.4743530493092896e-01   2.3518023578561913e+01   3.1490585448761419e+02   2.6791618837876160e+02   2.9633016640781204e+02
'2005CW25'     54800.000000   1.6257199849287800e+00   4.7790742532520919e-01   2.8473754020229016e+01   1.4843396828293697e+02   1.0883055615257560e+02   2.5854872093285621e+02
'2005EB30'     54800.000000   2.1668079301288898e+00   4.9895693413178727e-01   6.8589468885022926e+00   1.6794319718081445e+02   2.2409422578522221e+01   5.5625503522829554e+01
'2005ED318'    54800.000000   1.8474803835385500e+00   4.4840360320750106e-01   2.3918493188890282e+00   8.2139895823839566e+01   1.6406524333137259e+02   1.4364531263610951e+02
'2005EH94'     54800.000000   1.2169452679132500e+00   2.6732902982946205e-01   6.1938780975727656e+00   3.4886663420925311e+02   2.5500824043806603e+02   2.3008040217861281e+02
'2005EL70'     54800.000000   2.2760893457562301e+00   9.2476618021070789e-01   1.5958655581069150e+01   1.6691929652834958e+02   2.2109964935714018e+02   4.3265907391230733e+01
'2005EN70'     54800.000000   1.7788780867390199e+00   3.6668759085503155e-01   4.6143914278724033e+01   1.7571440013420619e+02   1.0104462778787482e+01   2.0191946543075795e+02
'2005EO30'     54800.000000   1.2251447110046600e+00   1.6075038238504324e-01   1.4009635226924100e+01   3.4769945697294821e+02   1.9184734614338470e+02   2.6401500772456859e+02
'2005EQ70'     54800.000000   2.4014516003321398e+00   4.7458701487057314e-01   6.2221306406845081e+00   7.0766296705921164e+01   1.0245017781884701e+02   1.7337148499009245e+00
'2005ES1'      54800.000000   1.3549888418514799e+00   2.9471053062133246e-01   1.8546436496658216e+00   1.6464672598730013e+02   3.1525608260990964e+02   1.5805284867168095e+02
'2005ET70'     54800.000000   2.1291500441113400e+00   8.2839018528927577e-01   5.5772311056917498e+00   8.2961216383354497e+01   3.2687779085955447e+02   8.8230413516892540e+01
'2005ET95'     54800.000000   1.8620732309644501e+00   4.1716686501040706e-01   2.4784798064510341e+01   3.5742568944367980e+02   1.0450004582448334e+02   2.0062710154009852e+02
'2005EU2'      54800.000000   1.5079545997537600e+00   3.5323186854780980e-01   4.5778020870921816e+00   1.9113295028334196e+02   2.3970495503480212e+01   3.4123996888560760e+02
'2005EY169'    54800.000000   1.3080102698080900e+00   2.3307238883470954e-01   2.0890009684949362e+01   3.4698049874060064e+02   2.2750790718483097e+02   1.4550707130443465e+02
'2005EZ'       54800.000000   2.3373269469628801e+00   4.8732098040316846e-01   1.0495638298658347e+01   2.1547365865294836e+02   2.8665741719949887e+02   2.1993947635950068e+01
'2005EZ169'    54800.000000   1.3160154668195301e+00   2.1492182204706803e-01   2.7420643449425137e+00   1.7590424294044584e+02   3.5347104336701295e+02   1.6800794806262343e+02
'2005FH'       54800.000000   2.6968487457340702e+00   6.5667054624893562e-01   3.4840281979283588e+01   1.4415686099671328e+02   3.1788697194561564e+02   3.2204912565069702e+02
'2005FN'       54800.000000   9.3304710493464904e-01   3.3023464491126225e-01   3.7481893959212602e+00   1.7741383468344344e+02   1.2085859098391073e+02   3.1499946397789375e+02
'2005GA120'    54800.000000   1.2867468583281401e+00   3.8644313344182302e-01   1.2261393322466720e+01   1.9772833502053342e+02   2.8266221587513041e+02   2.1761834989607084e+02
'2005GC120'    54800.000000   1.1929703855676199e+00   4.9751527551437769e-01   1.6537154997298735e+01   6.8052206156263750e+01   2.5811573420365289e+02   2.0954006394147896e+02
'2005GC141'    54800.000000   1.4896656640752199e+00   1.9885210526081645e-01   2.8279789896282782e+01   1.8600885905164463e+02   4.0523354349441085e+01   3.5071388957639249e+02
'2005GE59'     54800.000000   2.1094773254831201e+00   6.0132369181438006e-01   1.6100347537688975e+01   1.9501002858332089e+02   2.4278001372616779e+02   1.3091252362717304e+02
'2005GG'       54800.000000   2.0409334707066300e+00   6.5986854492589420e-01   3.4803810809029969e+01   1.0648417710171029e+02   3.3523492152838151e+02   1.0611578444444103e+02
'2005GH'       54800.000000   2.1748054182101799e+00   4.7886953309286640e-01   2.0206622978658949e+01   1.8977423274876733e+02   3.0603504141224136e+02   7.2166122781135215e+01
'2005GJ8'      54800.000000   1.7670640461487701e+00   5.5088641142703021e-01   3.3993791927255668e+00   2.5283194262707454e+02   2.1445092104880860e+02   2.2844332621899997e+02
'2005GL1'      54800.000000   2.5088717858049199e+00   5.1531702627519993e-01   3.2147523749402440e+00   1.8941894841693579e+02   1.9571418901688997e+01   3.2666266856783699e+02
'2005GM162'    54800.000000   2.2452682664282202e+00   4.9433882085914888e-01   1.9758039727097587e+00   3.5520737779144591e+00   2.5767287538864065e+02   1.0219670461745594e+01
'2005GQ33'     54800.000000   2.3391790528784400e+00   7.3150342311285188e-01   1.5531615101410701e+00   7.3627541828117259e+01   3.6479806968992172e+01   2.1101857408407483e+01
'2005GU'       54800.000000   1.5514634476835001e+00   6.1481628440227631e-01   2.5046497399089620e+01   2.7055667436149427e+01   2.7563713082059110e+02   2.8513292212973920e+02
'2005GW119'    54800.000000   1.6407273427032201e+00   2.3318717388381055e-01   2.8808259897232795e+00   1.7114165547570809e+02   2.4281153965420694e+02   4.3705907803961097e+01
'2005GY8'      54800.000000   2.0483615210936899e+00   6.7234766005883417e-01   2.8258863474884977e+00   1.7995901645682505e+02   1.0320345557370524e+02   6.2770313378917599e+01
'2005HB'       54800.000000   2.7020768220614602e+00   6.0707882929554802e-01   9.2159644033777646e+00   9.6751500345963521e+01   1.2530979283457306e+02   2.9056387271056468e+02
'2005HB4'      54800.000000   1.3548088022706399e+00   2.2813305090120128e-01   2.5272108875228612e+00   8.3861069156392688e+01   1.5319997225167768e+02   8.7283964534885698e+01
'2005HD4'      54800.000000   1.4404845465702600e+00   2.6235758803239567e-01   2.2470873443665884e+01   2.2476052691178120e+02   3.4959999147132004e+02   2.6390217596572679e+01
'2005HM3'      54800.000000   1.6783658918373401e+00   3.0992209673919369e-01   2.8319141262756904e+01   2.0927388577566055e+02   4.1070809379218920e+00   2.3842520252949416e+02
'2005JD46'     54800.000000   2.6480377619171001e+00   7.8475203092798906e-01   1.9033809750334061e+01   4.9132666500690391e+01   4.9823267030367830e+01   3.1251281156528358e+02
'2005JE46'     54800.000000   1.9041423433757301e+00   5.5240896334308964e-01   8.2589633631527999e+00   2.3859516278842045e+02   1.1446033462100100e+02   7.3891993041133247e+01
'2005JF46'     54800.000000   2.6951980295505602e+00   5.3521669954294682e-01   3.5988008887068126e+01   8.0542450768736856e+01   1.9738732715513069e+02   2.7643149535205083e+02
'2005JF108'    54800.000000   1.9476481918461901e+00   7.9287087949818325e-01   3.4103474003671941e+01   6.9222945635314858e+01   2.3916864137067662e+01   1.4698620194804349e+02
'2005JJ91'     54800.000000   2.7936355175012499e+00   5.9680333339189906e-01   2.4437705301643970e+01   6.7044277060861134e+01   2.0611770681209930e+02   2.6528925977804300e+02
'2005JN3'      54800.000000   2.1519719283295502e+00   5.0632326435027142e-01   9.1834573884469926e+00   2.0599410462697321e+02   4.9018320038044678e+01   3.1835528339388524e+01
'2005JR5'      54800.000000   1.1595401361057800e+00   1.5467119860042569e-01   3.1100205962198885e+01   4.9354379568516855e+01   2.4655151159237931e+02   2.5503666498300171e+02
'2005JU1'      54800.000000   2.3408256686383400e+00   6.8416096577546204e-01   6.0779119275593398e+00   3.5638698077612148e+01   2.6656661574718390e+02   3.4415805060864164e+02
'2005JU108'    54800.000000   2.1247941487414601e+00   4.6169099693341620e-01   6.5321649007466664e+00   1.8810606250803639e+02   1.0606596656341397e+02   3.4416348875220820e+01
'2005JV1'      54800.000000   1.9120233659271300e+00   4.6556299759761777e-01   3.4319576306785895e+00   2.1708432864807187e+02   3.5626632264494225e+02   1.3016179245474359e+02
'2005KD7'      54800.000000   1.1669323707501000e+00   5.5534018475886637e-01   4.0053599905395018e+01   2.4012890821223849e+02   1.3749605954514618e+02   2.1470097206382491e+02
'2005KR'       54800.000000   1.1389031178798199e+00   3.0599539961068201e-01   2.1630333233252895e+01   6.3404064414984667e+01   3.2073701068223482e+02   2.0390932049762452e+02
'2005LP40'     54800.000000   1.9638975516167501e+00   5.4696509518738556e-01   2.3607957594068626e+01   1.4870773855990382e+02   1.8654498491841878e+02   7.1332450440410170e+01
'2005LU3'      54800.000000   1.0570351070849799e+00   3.0835188413767634e-01   5.5802446564511268e+00   8.0776488881446227e+01   7.1778979969924166e+01   1.4134017062961902e+02
'2005LV3'      54800.000000   2.2088762164491502e+00   4.3869500007808937e-01   7.3067363145783562e+00   2.5088203412721055e+02   1.3512592012931862e+01   2.2858233971919205e+01
'2005LY19'     54800.000000   1.6018265802347500e+00   2.4011497783777855e-01   3.0004126125015748e+01   3.3848031386956865e+02   1.2018112445854990e+02   6.2455458700259840e+01
'2005MC'       54800.000000   2.6167597505613598e+00   5.9307263529757215e-01   2.7280661417395983e+01   2.8743144941593010e+02   1.2501236281161913e+02   2.8104382051698542e+02
'2005MG5'      54800.000000   2.1456737238028998e+00   4.5824494096118917e-01   6.7141337521952718e+00   2.6123295806074191e+02   4.6288101653731040e+01   2.0132649383626838e+01
'2005ML13'     54800.000000   1.1480077155660999e+00   2.4626161664321145e-01   6.8364198203230027e+00   1.4078697162344574e+02   2.2060757588266648e+02   2.2297954218232988e+02
'2005MO13'     54800.000000   8.6351530507430696e-01   4.1097937216395364e-01   6.3175908055174776e+00   1.7672696286551411e+02   2.5012565487930939e+02   3.2775392063228026e+02
'2005MP13'     54800.000000   2.1505404913203101e+00   4.5148087408475385e-01   7.3159430870642819e+00   1.1489088438030176e+02   1.8234992459862013e+02   2.4965586169585826e+01
'2005MW9'      54800.000000   3.5845294971550299e+00   8.8705243883357154e-01   5.5301552336426980e+01   2.9180809861857205e+02   2.4151072686967694e+02   1.9216994189450756e+02
'2005NE21'     54800.000000   7.8929664937277000e-01   4.9638215969263783e-01   1.0638943476882162e+01   2.8982693906956808e+02   1.9463329048376002e+02   9.6233317532447501e+01
'2005NG'       54800.000000   1.7830305261875601e+00   5.0573178251323059e-01   8.4578208682452161e+00   2.7620995250740390e+02   3.0590930959228763e+02   1.7426596380300816e+02
'2005NG56'     54800.000000   2.8038798103809701e+00   6.4902516088165352e-01   1.6726764591890479e+01   1.1452767367452712e+02   1.5037264655666002e+02   2.6370637257682006e+02
'2005NJ63'     54800.000000   8.6927114000276295e-01   4.2256914107898202e-01   2.6589657997715818e+01   1.2089310725825095e+02   1.6954113662525436e+00   2.3029750360054703e+02
'2005NW44'     54800.000000   7.7931242649612498e-01   4.8339622183383241e-01   6.0564615987862798e+00   1.1455722990476113e+02   6.4875238103784183e-01   1.5529463205417159e+02
'2005NX44'     54800.000000   2.2152274523932700e+00   9.0585529919124264e-01   3.7231506939610043e+01   3.0967939793130785e+02   2.1453515654755918e+02   2.9361577251400771e+01
'2005NX55'     54800.000000   1.5229461903918400e+00   5.8756608096619578e-01   2.6171475466950323e+01   1.0638626114498837e+02   2.7728344988297545e+02   2.5591994890196949e+02
'2005NZ6'      54800.000000   1.8335094817290101e+00   8.6461375728998779e-01   8.5045131387124950e+00   3.9629261315344642e+01   4.8091540857788523e+01   9.6326677968584448e+01
'2005OF3'      54800.000000   2.3835912480146102e+00   5.8818910118356904e-01   3.2822713871672087e+00   1.7429861939491221e+02   9.4660323026909467e+01   3.3500713493174231e+02
'2005OJ3'      54800.000000   2.7089645621439700e+00   5.3775348725389405e-01   4.4419707281461402e+00   2.3903315710047639e+02   1.5501699992290057e+02   2.3869267207236246e+02
'2005OU2'      54800.000000   1.2348319165092201e+00   3.7366291526455492e-01   4.7777065820875343e+01   1.2738881698325707e+02   3.1016427713373196e+02   7.8373732648415753e+01
'2005OW'       54800.000000   2.6660875535163702e+00   6.0156780403570120e-01   1.6391492441369226e+00   2.7178143389263505e+02   6.2245319143456157e+01   2.7044264216324763e+02
'2005PO'       54800.000000   1.2521995331347999e+00   3.7309478377308497e-01   1.2518169563470874e+01   3.0061513601661517e+02   2.4939575680891966e+02   2.2704726961466702e+02
'2005PY16'     54800.000000   1.9758680425979400e+00   5.2458769585908716e-01   6.4153255996711280e+00   1.5942677501476203e+02   1.9337817225903322e+02   6.8913503564485836e+01
'2005QB5'      54800.000000   1.1225654857157299e+00   2.5201104882878006e-01   1.3679086861260027e+01   1.5002791691956452e+02   9.3622351691758467e+01   3.2928396884759036e+02
'2005QQ30'     54800.000000   1.7548206461654501e+00   5.4516920026925786e-01   1.1229082395626387e+01   6.7954418173652385e+01   1.7353053600353533e+02   1.7502760893395330e+02
'2005QR87'     54800.000000   2.1359468230401801e+00   4.2648880681382639e-01   8.6161907307801204e+00   3.5413914608207813e+02   3.4593116133881881e+02   1.6990234723583285e+01
'2005QX151'    54800.000000   2.2968780117722800e+00   4.7282430503807971e-01   7.9749242761363330e+00   3.5997322898688611e+02   3.6288261121349535e+01   3.1882702702646463e+02
'2005RC'       54800.000000   2.1504019167117998e+00   7.5293948064041560e-01   1.6335450672804654e+01   1.9224326969177102e+02   4.0317519167609149e+01   3.5300765725372656e+01
'2005RD34'     54800.000000   1.3264173144319900e+00   2.6461480666560333e-01   1.9919737999409513e+01   1.7560268826299193e+02   1.0200323524243268e+02   9.1880390951335485e+01
'2005RN33'     54800.000000   1.7335666061387200e+00   2.5652710723903138e-01   7.1901853109123248e+00   1.0075620334264111e+02   3.0005868905118172e+02   1.2444970069089307e+02
'2005RR6'      54800.000000   2.9693364869632499e+00   6.9789724885086590e-01   6.9664662830635384e+00   2.8667322298016593e+01   5.8629149138913064e+01   2.2099772843171564e+02
'2005SC'       54800.000000   2.2713827041569399e+00   6.6352243590010884e-01   6.6139476644428097e+00   2.8119611315736728e+02   1.5650719243497545e+02   3.1937691000706928e+02
'2005SG26'     54800.000000   2.4765978812282001e+00   5.9241245149372934e-01   5.9046278458785935e+00   1.8489822013360134e+02   2.0787104152683395e+02   2.8743534193579359e+02
'2005SH19'     54800.000000   2.2693936353003998e+00   8.5796865303453140e-01   4.7640975051964269e+01   1.8592804192038781e+01   1.5820460186293465e+02   2.8205999551137245e+02
'2005SN25'     54800.000000   1.2299025170508400e+00   2.7044118617948981e-01   1.3009589140103612e+01   1.6838396958306842e+02   4.5060869214129902e+01   2.5076350550506655e+02
'2005SO1'      54800.000000   2.1685329632661499e+00   5.7701608101895951e-01   5.2347259110287290e+00   3.5896566355656421e+02   3.1548770575539521e+02   9.9781475143913791e+00
'2005SP1'      54800.000000   2.3758082696757299e+00   6.6829386539193492e-01   5.9834665814990009e+00   1.8012304041322369e+02   1.0972877684883676e+02   3.2607086968381566e+02
'2005SR1'      54800.000000   2.2218469286132900e+00   4.9746554858855924e-01   3.2418863798957589e+00   1.4785659547378816e+02   1.3505130466688513e+02   2.0346198973447219e+01
'2005SS4'      54800.000000   1.4600895381082999e+00   7.5124550222172026e-01   1.4593140751004894e+01   2.8731421705899400e+01   1.9216075276482843e+02   3.4365248604894526e+02
'2005SV4'      54800.000000   2.3953697979023501e+00   5.9611473117070102e-01   7.9670267502642540e+00   1.7458149127633371e+02   1.4009060963533409e+02   3.1893882225034986e+02
